Driver,Constructor,AveragePositionFromLast3Races,AveragePointsFromLast3Races,ConstructorAveragePointFromLast3Races,FP1_BestTime(s),FP2_BestTime(s),FP3_BestTime(s),Sector1Time(s),Sector2Time(s),Sector3Time(s),Average_Laptime(s),Qualifying_Time(s),Starting_Pos,Race_Result,DriverPoints,ConstructorPoints,FP1_Rank,FP2_Rank,FP3_Rank,FP1_DeltaToFastest,FP2_DeltaToFastest,FP3_DeltaToFastest,Sector1_Rank,Sector2_Rank,Sector3_Rank,CombinedSectorTime,CombinedSectorDelta,LapTime_Rank,DeltaToFastestLap,StartXConst,DriXConst,FP3XStart
ALO,Aston Martin,12.333333333333334,6.166666666666667,0.0,92.957,92.91,96.301,36.50875,43.1494,30.4378,110.0655,93.025,22.0,18.0,1.0,1.0,21,21,22,3.6969999999999885,4.533999999999992,4.694000000000003,16,5,16,110.09595,5.2517909110000005,20,7.481375,22.0,1.0,484.0
ANT,Mercedes,11.333333333333334,5.666666666666667,29.0,89.473,88.387,91.607,41.809333333,43.607866666,27.806928571,102.991,88.111,1.0,15.0,171.0,302.0,2,2,1,0.21299999999999386,0.01099999999999568,0.0,22,13,1,113.22412856999999,8.37996948099999,3,0.40687499999999943,302.0,51642.0,1.0
BEA,Haas F1 Team,10.333333333333334,5.166666666666667,0.0,91.373,91.083,93.574,35.40825,43.342,30.474833333,106.402,90.501,14.0,12.0,18.0,21.0,14,17,14,2.1129999999999995,2.7069999999999936,1.9669999999999987,14,9,17,109.22508333299999,4.380924243999985,15,3.817875000000001,294.0,378.0,196.0
BOR,Audi,7.333333333333333,3.6666666666666665,0.0,91.035,89.679,93.506,33.77325,43.381416666,29.401,104.573125,89.461,11.0,8.0,2.0,2.0,12,12,11,1.7749999999999915,1.3029999999999973,1.899000000000001,4,10,10,106.555666666,1.711507576999992,5,1.9890000000000043,22.0,4.0,121.0
BOT,Cadillac,14.333333333333334,7.166666666666667,0.0,92.15,92.02,95.371,33.31275,43.745666666,30.423166666,105.2955,91.227,18.0,16.0,0.0,0.0,18,20,21,2.8900000000000006,3.6439999999999912,3.763999999999996,2,15,15,107.481583332,2.637424242999998,9,2.711375000000004,0.0,0.0,378.0
COL,Alpine,8.333333333333334,4.666666666666667,3.5,90.966,89.983,93.52,37.971571428,44.981666666,30.629666666,113.487428571,91.321,19.0,9.0,16.0,57.0,11,14,12,1.7059999999999889,1.6069999999999993,1.9129999999999967,19,21,19,113.58290475999999,8.73874567099999,22,10.903303570999995,1083.0,912.0,228.0
GAS,Alpine,6.666666666666667,6.333333333333334,3.5,92.195,89.482,93.88,33.794857142,44.427666666,29.930333333,107.683142857,90.063,12.0,10.0,41.0,57.0,19,11,15,2.934999999999988,1.1059999999999945,2.272999999999996,5,19,13,108.152857141,3.308698051999997,18,5.099017857000007,684.0,2337.0,180.0
HAD,Red Bull Racing,6.666666666666667,7.333333333333334,23.0,90.338,88.835,93.0,37.261545454,43.5245,30.938153846,106.571777777,88.746,5.0,5.0,42.0,115.0,8,8,8,1.0779999999999887,0.458999999999989,1.3930000000000007,18,12,21,111.72419930000001,6.880040211000008,16,3.987652776999994,575.0,4830.0,40.0
HAM,Ferrari,5.333333333333333,15.166666666666666,19.5,89.26,88.376,91.908,34.44290909,44.078,29.163923076,106.1885,88.458,3.0,3.0,125.0,204.0,1,1,2,0.0,0.0,0.30100000000000193,10,17,8,107.684832166,2.8406730770000053,14,3.6043750000000045,612.0,25500.0,6.0
HUL,Audi,10.666666666666666,5.333333333333333,0.0,90.743,89.707,93.497,39.888777777,43.23325,30.387916666,102.584125,90.076,13.0,22.0,0.0,2.0,9,13,10,1.4829999999999899,1.3309999999999889,1.8900000000000006,21,6,14,113.509944443,8.665785353999993,1,0.0,26.0,0.0,130.0
LAW,Racing Bulls,6.333333333333333,5.166666666666666,4.5,90.85,88.927,93.051,34.152666666,43.328416666,28.410545454,104.66175,89.716,10.0,6.0,30.0,44.0,10,9,9,1.5899999999999892,0.5510000000000019,1.4440000000000026,7,8,3,105.891628786,1.0474696969999968,6,2.0776249999999976,440.0,1320.0,90.0
LEC,Ferrari,9.0,4.5,19.5,89.859,88.703,92.158,34.955454545,42.920142857,28.963461538,105.318,88.286,2.0,1.0,79.0,204.0,3,4,4,0.5989999999999895,0.3269999999999982,0.5510000000000019,13,4,7,106.83905894000002,1.9948998510000138,10,2.7338749999999976,408.0,16116.0,8.0
LIN,Racing Bulls,6.666666666666667,4.333333333333334,4.5,91.339,89.33,93.572,34.514888888,44.6015,30.755272727,109.4345,89.305,9.0,7.0,14.0,44.0,13,10,13,2.0789999999999935,0.9539999999999935,1.9650000000000034,11,20,20,109.87166161500001,5.027502526000006,19,6.850375,396.0,616.0,117.0
NOR,McLaren,5.333333333333333,10.166666666666666,21.5,90.288,88.74,92.19,39.7505,42.750266666,29.519928571,104.775,88.877,6.0,4.0,79.0,159.0,7,6,5,1.0279999999999916,0.3639999999999901,0.5829999999999984,20,3,12,112.02069523700001,7.176536148000011,7,2.1908750000000055,954.0,12561.0,30.0
OCO,Haas F1 Team,9.666666666666666,4.833333333333333,0.0,91.684,91.714,94.399,34.36675,44.3095,30.520333333,106.81275,90.68,17.0,13.0,3.0,21.0,16,18,18,2.4239999999999924,3.337999999999994,2.7920000000000016,8,18,18,109.196583333,4.352424244000005,17,4.228624999999994,357.0,63.0,306.0
PER,Cadillac,11.666666666666666,5.833333333333333,0.0,92.241,91.776,94.528,32.7135,43.2645,29.507,103.797,91.451,20.0,14.0,0.0,0.0,20,19,19,2.9809999999999945,3.3999999999999915,2.9210000000000065,1,7,11,105.48500000000001,0.6408409110000122,4,1.2128749999999968,0.0,0.0,380.0
PIA,McLaren,7.0,8.5,21.5,90.147,88.772,92.223,33.478666666,42.639583333,28.72590909,102.8595,89.032,8.0,11.0,80.0,159.0,5,7,6,0.8870000000000005,0.3960000000000008,0.6159999999999997,3,2,4,104.844159089,0.0,2,0.2753749999999968,1272.0,12720.0,48.0
RUS,Mercedes,9.333333333333334,13.666666666666668,29.0,89.938,88.733,91.977,34.897363636,43.735266666,28.016214285,105.0893,88.481,4.0,2.0,131.0,302.0,4,5,3,0.6779999999999973,0.3569999999999993,0.37000000000000455,12,14,2,106.648844587,1.8046854979999978,8,2.505174999999994,1208.0,39562.0,12.0
SAI,Williams,10.666666666666666,5.333333333333333,0.0,91.684,90.197,94.186,33.838555555,43.458583333,29.16675,105.490333333,90.623,15.0,17.0,6.0,11.0,15,15,17,2.4239999999999924,1.820999999999998,2.5790000000000077,6,11,9,106.46388888800001,1.6197297990000123,11,2.906208332999995,165.0,66.0,255.0
STR,Aston Martin,13.666666666666666,6.833333333333333,0.0,93.13,92.988,95.028,35.6265,45.0022,31.5238,112.035,92.863,21.0,19.0,0.0,1.0,22,22,20,3.8699999999999903,4.611999999999995,3.4210000000000065,15,22,22,112.1525,7.308340911000002,21,9.450874999999996,21.0,0.0,420.0
VER,Red Bull Racing,8.0,10.0,23.0,90.24,88.697,92.393,36.678555555,41.946333333,28.841363636,105.502125,88.893,7.0,20.0,73.0,115.0,6,3,7,0.9799999999999898,0.32099999999999795,0.7860000000000014,17,1,6,107.466252524,2.6220934349999965,12,2.9180000000000064,805.0,8395.0,49.0
